meal_id,ingredient_id,quantidade_desc,unit_desc,u_quantity,u_desc,Sub,Notas,Required,ing_name
32,177,1,kg,1,g,,,1,mandioca
32,163,1,unidades,1,U,,,1,louro
32,16,3,unidades,3,U,,,1,cebola
32,146,400,g,400,g,,,1,leite de coco
32,18,400,g,400,g,,,1,polpa de tomate
32,17,1,unidades,1,U,,,1,pimento vermelho
32,32,1,molhos,1,g,,,1,salsa
33,10,2,colher de sopa,2,tbsp,,,1,azeite
33,94,2,unidades,2,U,mais coxas de frango,,1,peito de frango
33,96,2,unidades,2,U,mais peitos de frango,,1,coxa de frango desossada
33,125,1,unidades,1,U,,,1,cebola rouxa
33,1,1,qb,1,qb,,,1,sal
33,5,1,unidades,1,U,,,1,cebola amarela
33,23,1.5,tsp,1.5,tsp,,,1,cominho em pó
33,85,1.5,tsp,1.5,tsp,,,1,sementes de coentros em pó
33,24,1,tsp,1,tsp,,,1,paprika fumada
33,120,1.5,tsp,1.5,tsp,por mais paprika fumada + flocos de malagueta,,0,chipotle em pó
33,15,4,dentes,4,U,,,1,alho (dentes)
33,70,0.5,molhos,0.5,g,,,1,coentros
33,89,4,unidades,4,U,,,1,wraps
33,18,400,g,400,g,,,1,polpa de tomate
33,79,4,colher de sopa,4,tbsp,vache que ri,,1,iogurte
34,1,1,tsp,1,tsp,,,1,sal
34,27,1,tsp,1,tsp,,,1,oregãos
34,26,1,tsp,1,tsp,,,1,cebola em pó
34,23,2,tsp,2,tsp,,,1,cominho em pó
34,24,2,tsp,2,tsp,,,1,paprika fumada
34,120,2,tsp,2,tsp,1 tsp de cayena ou outro picante em pó,,1,chipotle em pó
34,10,0.5,colher de sopa,0.5,tbsp,,,1,azeite
34,9,0.25,tsp,0.25,tsp,,,1,pimenta preta
34,15,2,tsp,2,tsp,,,1,alho (dentes)
34,125,1,unidades,1,U,,,1,cebola rouxa
34,2,500,g,500,g,,,1,carne picada (vaca)
34,7,2,colher de sopa,2,tbsp,,,1,concentrado de tomate
34,180,0.5,unidades,0.5,U,couve rouxa,,1,alface iceberg
34,181,0.5,canecas,0.5,c,,,1,milho
34,66,1,lata pequena,1,g,,,1,feijão preto
34,158,3,unidades,3,U,,,1,tomate
34,70,1,qb,1,qb,,,0,coentros
34,133,1,canecas,1,c,,,1,arroz agulha
34,122,150,g,150,g,,,0,queijo para derreter
34,17,1,unidades,1,U,,,1,pimento vermelho
35,182,3,unidades,3,U,,,1,batata branca para fritar
35,5,1,unidades,1,U,,,1,cebola amarela
35,33,5,unidades,5,U,,,1,ovos
35,10,3,canecas,3,c,,depende do tamanho da frigideira,1,azeite
36,103,16,unidades,16,U,,,1,camarão
36,15,8,dentes,8,U,,,1,alho (dentes)
36,183,4,unidades,4,U,,,1,piri piri seco
36,110,0.33,copo,0.33,c,,,1,vinho branco
36,1,1,qb,1,qb,,,1,sal
36,184,0.5,unidades,0.5,U,ou outro pão artesanal,,1,baguette
36,10,0.33,copo,0.33,c,,,1,azeite
37,104,1,kg,1,g,,,1,ameijoas
37,15,6,dentes,6,U,,,1,alho (dentes)
37,70,1,molhos,1,g,,,1,coentros
37,110,0.5,copo,0.5,c,,,1,vinho branco
37,10,1.5,colher de sopa,1.5,tbsp,,,1,azeite
37,59,1,qb,1,qb,,eu ponho metade de um limão mal espremido e provo. Depois corrijo se quiser mais,1,limão (sumo)
37,87,6,fatias,6,U,de preferencia rustico e fatiado mas algo como baguette pode funcionar,,1,pão artesanal
37,1,1,qb,1,qb,,,1,sal
37,9,1,qb,1,qb,,,1,pimenta preta
38,185,60,g,60,g,,,1,manjericão
38,186,26,g,26,g,eu uso caju porque sou alergico a pinhão,,1,pinhão
38,1,0.5,tsp,0.5,tsp,,,1,sal
38,9,0.25,tsp,0.25,tsp,,,1,pimenta preta
38,15,2,dentes,2,U,,,1,alho (dentes)
38,10,0.25,canecas,0.25,c,,,1,azeite
38,187,20,g,20,g,,,1,parmesão
38,188,2,doses,2,g,ou outra massa. Massa curta funciona melhor mas até esparguete serve,,1,fusili
39,152,650,g,650,g,,,1,farinha
39,1,1,colher de sopa,1,tbsp,,,1,sal
39,20,1.3,colher de sopa,1.3,tbsp,,,1,açucar
39,189,1,colher de sopa,1,tbsp,,,1,fermento de padeiro
39,10,4,colher de sopa,4,tbsp,,,1,azeite
39,18,800,g,800,g,,,1,polpa de tomate
39,27,2,tsp,2,tsp,,,1,oregãos
39,190,5,unidades,5,U,,,1,mozarela
39,187,32,g,32,g,,,1,parmesão
39,185,40,g,40,g,,,1,manjericão
40,138,250,g,250,g,,,1,arroz basmati
40,191,1,kg,1,g,,,1,polvo
40,1,1,qb,1,qb,,,1,sal
40,15,5,dentes,5,U,,,1,alho (dentes)
40,16,1,unidades,1,U,,,1,cebola
40,163,2,unidades,2,U,,,1,louro
40,84,1,unidades,1,U,,,1,tomate de cacho
40,7,0.5,colher de sopa,0.5,tbsp,,,1,concentrado de tomate
40,9,1,qb,1,qb,,,1,pimenta preta
40,10,1,qb,1,qb,,,1,azeite
41,87,1,kg,1,g,,,1,pão artesanal
41,103,800,g,800,g,,,1,camarão
41,70,1,qb,1,qb,,,1,coentros
41,108,0.2,tsp,0.2,tsp,,não é para ser picante!!,1,flocos de malagueta
41,15,4,dentes,4,U,,,1,alho (dentes)
41,33,2,unidades,2,U,,,1,ovos
41,10,1,qb,1,qb,,,1,azeite
41,84,1,unidades,1,U,,,1,tomate de cacho
41,7,0.5,colher de sopa,0.5,tbsp,,,1,concentrado de tomate
41,9,1,qb,1,qb,,,1,pimenta preta
41,1,1,qb,1,qb,,,1,sal
42,192,250,g,250,g,,,1,penne rigate
42,165,2,tsp,2,tsp,,,1,flocos de bonito
42,31,1,latas,1,g,,,1,atum (em lata)
42,113,8,filetes,8,U,,,1,anchovas
42,84,2,unidades,2,U,,,1,tomate de cacho
42,7,1,colher de sopa,1,tbsp,,,1,concentrado de tomate
42,10,1,qb,1,qb,,,1,azeite
42,15,2,dentes,2,U,,,1,alho (dentes)
42,125,1,unidades,1,U,,,1,cebola rouxa
42,3,1,talo,1,U,,,1,aipo
42,27,0.5,tsp,0.5,tsp,,,1,oregãos
42,13,2,colher de sopa,2,tbsp,,,1,leite
43,175,1,colher de sopa,1,tbsp,"sementes de coentros em pó, ",,1,sementes de coentros
43,15,1,dentes,1,U,,,1,alho (dentes)
43,1,1,qb,1,qb,,,1,sal
43,59,1.5,unidades,1.5,U,,,1,limão (sumo)
43,24,1,colher de sopa,1,tbsp,,,1,paprika fumada
43,153,1,colher de sopa,1,tbsp,,,1,tomilho seco
43,9,1,qb,1,qb,,,1,pimenta preta
43,10,100,ml,100,ML,,,1,azeite
43,96,600,g,600,g,,,1,coxa de frango desossada
43,90,0.5,unidades,0.5,U,,,1,alface
43,91,0.5,unidades,0.5,U,,,1,tomate para salada
43,64,1,tsp,1,tsp,,,1,sumac
43,92,0.5,unidades,0.5,U,,,1,pepino
43,79,0.5,canecas,0.5,c,,,1,iogurte
43,93,1.5,tsp,1.5,tsp,,,1,dill
43,89,3,unidades,3,U,,,1,wraps
43,182,2,unidades,2,U,,,1,batata branca para fritar
44,193,200,g,200,g,,,1,noodles de arroz (largos)
44,42,2,unidades,2,U,,,1,cebolinha
44,109,1,unidades,1,U,,,1,chalota
44,194,2,colher de sopa,2,tbsp,açucar de cana,,1,açucar de palma
44,169,2.5,colher de sopa,2.5,tbsp,,,1,molho de peixe
44,147,2,colher de sopa,2,tbsp,concentrado de tamarindo mas metade ou tamarindo fresco ,,1,polpa de tamarindo
44,45,0.5,colher de sopa,0.5,tbsp,,,1,molho de soja escuro
44,96,2,unidades,2,U,,,1,coxa de frango desossada
44,103,6,unidades,6,U,,,1,camarão
44,128,1,canecas,1,c,,,1,rebentos de soja
44,195,2,colher de sopa,2,tbsp,,,1,amendoin torrado
44,33,4,unidades,4,U,pode substituir 2 por tofu,,1,ovos
2,178,420,g,420,g,,,1,feijão vermelho (cozido)
